knum	threshold	score_type	profile_type	F-measure	nseq	nseq_used	alen	mlen	eff_nseq	re/pos	definition
K18586	50.23	full	all	0.976068	586	572	1479	237	4.06	0.590	ubiquinone biosynthesis protein COQ4
K18587	55.07	full	all	0.997886	771	708	2248	238	5.01	0.590	ubiquinone biosynthesis protein COQ9
K18588	65.73	full	all	0.996814	1254	1099	1878	193	3.31	0.590	coenzyme Q-binding protein COQ10
K18589	256.47	full	all	0.977778	62	23	191	157	0.55	0.592	dihydrofolate reductase (trimethoprim resistance protein) [EC:1.5.1.3]
K18590	321.83	full	all	1.000000	19	7	165	165	0.47	0.588	dihydrofolate reductase (trimethoprim resistance protein) [EC:1.5.1.3]
K18591	330.47	full	all	1.000000	10	3	169	163	0.40	0.589	dihydrofolate reductase (trimethoprim resistance protein) [EC:1.5.1.3]
K18592	571.57	full	all	0.868939	1022	1010	4449	566	3.22	0.590	gamma-glutamyltranspeptidase / glutathione hydrolase / leukotriene-C4 hydrolase [EC:2.3.2.2 3.4.19.13 3.4.19.14]
K18593	1233.23	full	all	1.000000	13	13	713	699	0.53	0.590	4-hydroxybutyryl-CoA synthetase (ADP-forming) [EC:6.2.1.-]
K18594	1247.67	full	all	1.000000	15	15	718	705	0.52	0.588	3-hydroxypropionyl-CoA synthetase (ADP-forming) [EC:6.2.1.-]
K18595	1053.20	domain	all	0.711448	412	408	5014	805	3.28	0.590	echinoderm microtubule-associated protein-like 1/2
K18596	1299.67	full	all	0.943651	114	113	2848	890	0.94	0.591	echinoderm microtubule-associated protein-like 3
K18597	1439.97	domain	all	0.933784	140	137	3771	1558	1.57	0.590	echinoderm microtubule-associated protein-like 5
K18598	1943.63	domain	all	0.635657	255	250	7814	1480	5.37	0.590	echinoderm microtubule-associated protein-like 6
K18599	203.67	full	trim	0.882758	113	106	1121	412	4.25	0.590	nuclear migration protein JNM1
K18600	76.40	full	all	1.000000	10	10	234	179	2.22	0.590	potein LDB18
K18601	713.03	full	all	0.446032	6	6	474	465	0.54	0.588	aldehyde dehydrogenase [EC:1.2.1.-]
K18602	517.43	full	all	1.000000	8	8	317	314	0.56	0.589	malonic semialdehyde reductase [EC:1.1.1.-]
K18603	940.60	full	all	1.000000	7	7	505	496	0.48	0.587	acetyl-CoA/propionyl-CoA carboxylase [EC:6.4.1.2 6.4.1.3]
K18604	1022.20	full	all	1.000000	7	7	516	515	0.45	0.590	acetyl-CoA/propionyl-CoA carboxylase [EC:6.4.1.2 6.4.1.3 2.1.3.15]
K18605	265.90	full	all	1.000000	7	7	170	170	0.60	0.592	biotin carboxyl carrier protein
K18606	658.13	domain	all	1.000000	11	10	364	313	0.43	0.594	hydroxyphenylpyruvate reductase [EC:1.1.1.237]
K18607	860.87	full	all	0.555556	3	3	534	515	0.50	0.591	pyridoxine 4-oxidase [EC:1.1.3.12]
K18608	888.20	full	all	1.000000	3	3	393	392	0.40	0.587	pyridoxamine---pyruvate transaminase [EC:2.6.1.30]
K18609	543.93	full	all	1.000000	3	3	248	248	0.41	0.590	pyridoxal 4-dehydrogenase [EC:1.1.1.107]
K18610	632.27	full	all	1.000000	3	3	268	268	0.38	0.593	4-pyridoxolactonase [EC:3.1.1.27]
K18611	1144.47	full	all	0.933333	5	5	550	543	0.42	0.596	4-pyridoxate dehydrogenase [EC:1.1.99.42]
K18612	584.13	full	all	1.000000	8	8	309	309	0.46	0.588	5-formyl-3-hydroxy-2-methylpyridine 4-carboxylic acid 5-dehydrogenase [EC:1.2.1.100]
K18613	-	-	-	-	2	2	240	240	0.40	0.594	3-hydroxy-2-methylpyridine-4,5-dicarboxylate 4-decarboxylase [EC:4.1.1.51]
K18614	-	-	-	-	2	2	278	278	0.42	0.587	2-(acetamidomethylene)succinate hydrolase [EC:3.5.1.29]
K18615	122.97	full	all	0.977346	155	154	1347	352	3.39	0.590	CapZ-interacting protein
K18616	97.63	full	all	0.996491	144	143	2394	782	3.12	0.590	actin filament associated protein 1
K18617	95.67	domain	all	0.995169	242	208	666	151	1.48	0.589	allograft inflammatory factor 1
K18618	184.60	domain	all	0.988095	181	172	1229	474	1.71	0.590	growth arrest-specific protein 7
K18619	460.27	domain	all	0.929815	230	230	3750	915	2.67	0.590	coronin-7
K18620	323.00	domain	all	1.000000	17	17	1097	531	1.28	0.589	cortexillin 1/2
K18621	64.10	domain	trim	0.995074	305	302	5647	862	6.75	0.590	actin-binding protein anillin
K18622	124.90	full	all	0.993454	547	537	6141	677	2.78	0.590	adducin
K18623	286.23	full	all	1.000000	137	137	3268	1261	2.33	0.590	protein cordon-bleu
K18624	106.43	domain	all	0.986333	489	434	2555	397	3.61	0.590	macrophage erythroblast attacher
K18625	72.30	full	all	0.986849	655	646	11243	1233	8.85	0.590	protein Shroom
K18626	51.70	domain	all	0.009500	601	601	22270	802	32.25	0.590	trichohyalin
K18627	351.00	domain	trim	0.961339	122	119	2589	567	1.87	0.590	kinesin family member 25
K18628	458.83	full	trim	0.799226	208	193	998	402	2.83	0.590	tektin-1
K18629	348.13	full	trim	0.923750	234	221	813	430	3.30	0.590	tektin-2
K18630	603.27	full	all	0.874337	232	227	1545	498	2.22	0.590	tektin-3
K18631	453.27	full	all	0.920498	207	201	1458	463	2.66	0.590	tektin-4
K18632	654.07	full	all	0.952925	78	78	739	487	1.05	0.590	tektin-5
K18633	35.83	full	all	0.979068	413	354	1643	74	3.81	0.763	mitotic-spindle organizing protein 1
K18634	192.10	full	all	1.000000	71	67	510	292	1.18	0.591	spermatid-specific manchette-related protein 1
K18635	50.03	full	all	0.997503	455	400	958	115	2.02	0.590	protein SPIRAL1 and related proteins
K18636	196.53	full	all	0.987013	118	114	1298	358	1.10	0.590	microtubule-binding protein TANGLED1
K18637	226.97	domain	all	1.000000	99	99	3163	912	6.01	0.590	axial budding pattern protein 2
K18638	267.17	full	all	1.000000	30	30	2857	988	3.09	0.590	protein BNI4
K18639	-	-	-	-	1	1	1037	1037	0.40	0.590	serine/threonine-protein kinase KCC4 [EC:2.7.11.1]
K18640	84.07	full	all	0.973611	728	543	1408	323	12.55	0.590	plasmid segregation protein ParM
K18641	577.53	full	all	1.000000	17	16	456	433	0.63	0.589	crenactin
K18642	405.73	full	all	1.000000	10	8	554	459	1.06	0.590	crescentin
K18643	186.40	domain	all	0.987697	551	534	4325	759	3.43	0.590	katanin p80 WD40 repeat-containing subunit B1
K18644	161.20	domain	trim	0.648974	182	152	436	117	1.55	0.590	eukaryotic translation initiation factor 4E binding protein 2
K18645	136.27	domain	trim	0.940039	105	97	308	108	1.18	0.589	eukaryotic translation initiation factor 4E binding protein 3
K18646	332.27	full	all	0.639359	238	217	2019	254	1.65	0.590	acidic leucine-rich nuclear phosphoprotein 32 family member A/C/D
K18647	338.17	full	trim	0.587980	223	212	1305	258	1.93	0.590	acidic leucine-rich nuclear phosphoprotein 32 family member B
K18648	318.03	full	all	0.909646	157	137	674	251	1.12	0.591	acidic leucine-rich nuclear phosphoprotein 32 family member E
K18649	324.10	full	trim	0.915831	145	134	620	291	1.17	0.589	inositol-phosphate phosphatase / L-galactose 1-phosphate phosphatase / histidinol-phosphatase [EC:3.1.3.25 3.1.3.93 3.1.3.15]
K18650	369.10	full	all	1.000000	85	78	2514	1087	1.58	0.591	exo-poly-alpha-galacturonosidase [EC:3.2.1.82]
K18651	1217.00	full	all	1.000000	4	4	846	812	0.52	0.593	oligoxyloglucan reducing-end-specific cellobiohydrolase [EC:3.2.1.150]
K18652	286.30	full	all	1.000000	60	37	378	349	0.96	0.592	glucose-6-phosphate 3-dehydrogenase [EC:1.1.1.361]
K18653	515.50	full	all	0.974359	59	41	501	441	0.89	0.590	3-dehydro-glucose-6-phosphate---glutamate transaminase [EC:2.6.1.104]
K18654	223.30	full	all	1.000000	89	62	328	278	1.31	0.590	kanosamine-6-phosphate phosphatase [EC:3.1.3.92]
K18655	481.00	full	all	0.792799	657	616	3627	473	2.47	0.590	ATP-dependent RNA helicase DDX19/DBP5 [EC:3.6.4.13]
K18656	781.80	full	all	0.836224	90	82	839	437	0.86	0.591	ATP-dependent RNA helicase DDX25 [EC:3.6.4.13]
K18657	90.00	full	all	1.000000	563	326	250	179	2.15	0.590	cell division protein ZapC
K18658	167.00	full	all	1.000000	31	31	1532	501	2.01	0.590	transcriptional regulatory protein ASH1
K18659	735.37	full	all	1.000000	11	11	667	513	0.55	0.588	homeotic protein bicoid
K18660	448.20	domain	all	0.907306	391	384	2804	542	2.80	0.590	malonyl-CoA/methylmalonyl-CoA synthetase [EC:6.2.1.-]
K18661	527.00	domain	all	0.990214	427	413	1132	507	1.70	0.590	malonyl-CoA/methylmalonyl-CoA synthetase [EC:6.2.1.-]
K18662	639.37	domain	all	0.956441	85	81	741	483	1.29	0.590	malonyl-CoA/methylmalonyl-CoA synthetase [EC:6.2.1.-]
K18663	2476.33	full	trim	0.805085	415	346	6590	1920	1.80	0.590	activating signal cointegrator complex subunit 3 [EC:3.6.4.12]
K18664	2724.50	full	all	0.832535	122	122	2786	1887	1.21	0.590	antiviral helicase SLH1 [EC:3.6.4.13]
K18665	163.93	domain	all	0.940119	211	203	1030	249	2.78	0.590	nudix motif 8 [EC:3.6.1.-]
K18666	101.13	full	trim	0.982911	456	444	3998	255	3.55	0.590	activating signal cointegrator complex subunit 1
K18667	86.57	full	all	0.931734	472	460	7884	666	9.11	0.590	activating signal cointegrator complex subunit 2
K18668	45.50	full	all	0.996945	671	654	4817	461	3.14	0.590	ribonuclease ZC3H12 [EC:3.1.-.-]
K18669	482.70	domain	trim	0.922815	739	715	7947	590	4.29	0.590	dual specificity tyrosine-phosphorylation-regulated kinase 2/3/4 [EC:2.7.12.1]
K18670	505.27	domain	trim	0.903553	340	337	5877	700	3.72	0.590	dual specificity protein kinase YAK1 [EC:2.7.12.1]
K18671	647.30	domain	trim	0.898899	121	114	1325	672	1.21	0.590	histone deacetylase 10 [EC:3.5.1.98]
K18672	94.87	full	all	0.998962	1451	968	1708	260	3.81	0.590	diadenylate cyclase [EC:2.7.7.85]
K18673	356.00	full	all	0.957126	119	73	327	293	1.04	0.591	beta-glucoside kinase [EC:2.7.1.85]
K18674	463.70	full	all	0.909793	402	389	2817	465	2.63	0.590	N-acetylgalactosamine kinase [EC:2.7.1.157]
K18675	1232.83	full	all	1.000000	78	64	893	799	0.62	0.589	N,N'-diacetylchitobiose phosphorylase [EC:2.4.1.280]
K18676	177.57	full	all	0.987730	637	492	702	295	3.91	0.590	glucosamine kinase [EC:2.7.1.8]
K18677	355.57	full	all	0.951040	104	100	616	434	1.00	0.590	galacturonokinase [EC:2.7.1.44]
K18678	177.33	full	all	0.609060	284	269	1066	231	3.35	0.590	phytol kinase [EC:2.7.1.182]
K18679	-	-	-	-	1	1	775	775	0.39	0.589	mitosis inducer protein kinase Cdr2 [EC:2.7.11.1]
K18680	-	-	-	-	1	1	593	593	0.39	0.589	mitosis inducer protein kinase Cdr1 [EC:2.7.11.1]
K18681	952.60	full	all	0.919634	176	172	3674	1031	2.18	0.590	DIS3-like exonuclease 1 [EC:3.1.13.-]
K18682	128.90	full	all	0.999657	1973	1459	1672	516	2.75	0.590	ribonucrease Y [EC:3.1.-.-]
K18683	390.20	full	all	1.000000	5	4	189	189	0.43	0.591	rusticyanin
K18684	998.03	full	trim	0.575908	199	178	1495	671	1.73	0.590	hydroperoxy icosatetraenoate dehydratase/isomerase [EC:4.2.1.152 5.4.4.7]
K18685	1288.83	full	all	1.000000	6	6	744	721	0.50	0.593	ophiobolin F synthase [EC:4.2.3.145]
K18686	628.47	full	all	1.000000	7	7	307	307	0.44	0.592	cyclooctat-9-en-7-ol synthase [EC:4.2.3.146]
K18687	597.40	domain	all	0.963821	367	313	1263	519	2.34	0.590	HIP---CoA ligase [EC:6.2.1.41]
K18688	612.67	domain	trim	0.909653	343	262	803	539	1.66	0.590	3-oxocholest-4-en-26-oate---CoA ligase [EC:6.2.1.42]
K18689	246.20	full	all	1.000000	7	6	344	322	0.97	0.591	mevalonate-3-kinase [EC:2.7.1.185]
K18690	256.10	full	all	1.000000	7	6	214	203	0.67	0.589	mevalonate-3-phosphate-5-kinase [EC:2.7.1.186]
K18691	153.20	domain	all	0.990401	1036	783	1913	455	3.50	0.590	membrane-bound lytic murein transglycosylase F [EC:4.2.2.-]
K18692	439.27	domain	all	0.988609	762	489	713	446	1.46	0.591	ATP-dependent RNA helicase CshB [EC:3.6.4.13]
K18693	171.70	domain	all	0.955488	1068	1024	4377	270	3.29	0.590	diacylglycerol diphosphate phosphatase / phosphatidate phosphatase [EC:3.1.3.81 3.1.3.4]
K18694	191.97	full	all	0.888876	103	101	1454	319	2.01	0.590	phosphatidylglycerol phospholipase C [EC:3.1.4.-]
K18695	346.33	domain	all	0.974079	208	197	1928	656	2.37	0.590	glycerophosphocholine phosphodiesterase GPCPD1 [EC:3.1.4.2]
K18696	326.77	full	all	0.947745	368	353	4649	571	3.55	0.590	glycerophosphodiester phosphodiesterase [EC:3.1.4.46]
K18697	106.87	full	trim	1.000000	567	339	498	224	3.24	0.590	phosphatidylglycerophosphatase C [EC:3.1.3.27]
K18698	643.33	full	all	1.000000	280	201	286	286	0.42	0.590	beta-lactamase class A TEM [EC:3.5.2.6]
K18699	650.43	full	all	0.996942	212	165	323	286	0.43	0.591	beta-lactamase class A SHV [EC:3.5.2.6]
K18700	131.23	full	trim	0.985500	84	69	177	143	1.72	0.591	fluoroacetyl-CoA thioesterase [EC:3.1.2.29]
K18701	147.63	domain	trim	0.943467	168	148	207	138	1.40	0.589	arsenate-mycothiol transferase [EC:2.8.4.2]
K18702	472.47	domain	trim	0.924045	224	152	546	398	1.36	0.591	CoA:oxalate CoA-transferase [EC:2.8.3.19]
K18703	531.23	full	all	0.918594	321	316	2531	430	1.43	0.589	succinate---hydroxymethylglutarate CoA-transferase [EC:2.8.3.13]
K18704	392.10	domain	trim	0.808599	275	140	1532	486	3.70	0.590	CDP-ribitol ribitolphosphotransferase / teichoic acid ribitol-phosphate polymerase [EC:2.7.8.14 2.7.8.47]
K18705	525.10	full	all	0.951895	134	131	871	388	1.60	0.591	beta-1,3-N-acetylglucosaminyltransferase 9 [EC:2.4.1.-]
K18706	1622.37	full	all	1.000000	5	4	881	862	0.45	0.586	3-O-alpha-D-mannopyranosyl-alpha-D-mannopyranose xylosylphosphotransferase [EC:2.7.8.32]
K18707	386.97	full	all	0.995086	1730	1426	1580	424	2.09	0.590	threonylcarbamoyladenosine tRNA methylthiotransferase MtaB [EC:2.8.4.5]
K18708	36.47	full	all	0.996700	164	148	614	125	3.45	0.590	RNMT-activating mini protein
K18709	490.30	full	trim	0.939466	134	128	2604	769	3.51	0.590	speckle targeted PIP5K1A-regulated poly(A) polymerase [EC:2.7.7.19 2.7.7.52]
K18710	50.00	full	all	0.989469	338	330	2250	253	5.53	0.590	histone RNA hairpin-binding protein
K18711	833.60	full	all	0.940949	141	130	1556	736	0.73	0.588	ATP-dependent RNA helicase DHX40 [EC:3.6.4.13]
K18712	235.10	full	all	1.000000	28	28	1137	730	4.02	0.590	THO complex subunit HPR1
K18713	191.63	full	all	1.000000	15	15	315	261	1.56	0.590	THO complex subunit THP2
K18714	231.37	full	all	1.000000	15	15	603	375	1.89	0.590	THO complex subunit MFT1
K18715	275.53	full	all	0.990741	111	111	6878	1390	7.06	0.590	nucleoporin NUP159
K18716	192.33	full	all	0.900727	119	118	2131	534	3.86	0.590	nucleoporin NUP42
K18717	323.30	full	all	0.925926	25	25	1069	481	1.73	0.590	nucleoporin ASM4
K18718	136.60	full	all	0.966583	28	28	1133	555	3.89	0.590	nucleoporin NUP60
K18719	205.63	domain	all	0.952928	124	123	2855	782	7.23	0.590	nucleoporin NUP82
K18720	784.53	full	all	1.000000	29	29	2045	1304	2.16	0.590	nucleoporin NUP145
K18721	124.73	domain	all	0.857098	52	52	3644	1020	6.97	0.590	nucleoporin NUP1
K18722	172.70	domain	all	0.932213	57	57	2211	633	4.45	0.590	nucleoporin NUP2
K18723	74.60	full	all	0.993499	477	465	3257	535	8.95	0.590	nucleoporin GLE1
K18724	78.33	full	all	1.000000	81	80	1308	274	4.53	0.590	nucleoporin POM34
K18725	234.60	full	all	1.000000	124	122	2498	1247	2.53	0.590	nucleoporin POM152
K18726	227.47	domain	all	0.880525	659	624	3121	384	6.84	0.590	FAS-associated factor 2
K18727	1757.17	full	all	0.802468	166	143	2651	885	1.24	0.589	transportin-2
K18728	95.50	full	trim	0.990303	214	206	4574	869	5.12	0.590	eukaryotic translation initiation factor 4E transporter
K18729	253.70	domain	trim	0.947982	395	381	2676	405	3.33	0.590	protein angel
K18730	89.23	full	trim	0.994614	561	557	8538	902	9.57	0.590	PERQ amino acid-rich with GYF domain-containing protein
K18731	83.10	full	all	1.000000	13	13	393	200	1.92	0.590	mRNA transport factor GFD1
K18732	52.53	domain	trim	0.971850	516	489	2157	205	6.37	0.590	SAP domain-containing ribonucleoprotein
K18733	215.47	full	all	0.979577	280	272	3219	470	2.93	0.590	la-related protein 6
K18734	91.37	full	trim	0.998325	308	277	3472	880	3.51	0.590	protein SMG8
K18735	71.77	domain	all	0.994764	300	285	2331	407	4.14	0.590	protein SMG9
K18736	237.37	full	all	1.000000	18	18	461	248	1.09	0.591	SWI5-dependent HO expression protein 2
K18737	110.80	full	all	1.000000	33	33	937	400	3.83	0.590	SWI5-dependent HO expression protein 3
K18738	276.77	full	trim	0.928022	240	232	2228	362	2.56	0.590	heterogeneous nuclear rnp K-like protein
K18739	103.90	full	all	1.000000	489	477	4069	802	2.65	0.590	protein bicaudal D
K18740	107.43	domain	all	0.947281	514	508	5021	360	9.37	0.590	exonuclease 3'-5' domain-containing protein 1
K18741	129.57	full	all	0.883834	226	220	1541	203	3.36	0.590	protein nanos 1
K18742	156.03	domain	all	1.000000	31	31	1061	467	1.82	0.589	maternal effect protein oskar
K18743	339.10	domain	all	0.869442	247	234	2695	638	4.31	0.590	caprin-1
K18744	324.13	domain	trim	0.970037	139	115	1922	1035	1.10	0.590	caprin-2
K18745	138.57	full	all	1.000000	64	62	936	425	1.93	0.591	maternal protein exuperantia
K18746	1327.57	full	all	1.000000	11	11	1619	1182	0.77	0.591	protein cup
K18747	299.63	domain	all	0.956713	59	59	1211	298	1.04	0.590	protein sex-lethal
K18748	714.23	domain	trim	0.971191	125	105	2704	1214	1.28	0.591	protein SSD1
K18749	67.27	full	all	0.998226	868	848	5734	371	4.22	0.590	protein LSM14
K18750	221.10	full	all	0.838053	199	195	3242	285	2.95	0.590	C->U-editing enzyme APOBEC3 [EC:3.5.4.-]
K18751	121.00	full	all	0.914721	163	140	383	146	2.33	0.590	proline-rich nuclear receptor coactivator 2
K18752	470.70	full	all	0.669364	474	433	3447	870	3.02	0.590	transportin-1
K18753	177.20	domain	trim	0.824737	624	589	3129	209	3.37	0.590	butyrate response factor
K18754	128.47	domain	trim	0.947470	383	359	2143	228	3.86	0.590	protein lin-28
K18755	1725.27	full	all	0.937952	137	129	1489	1010	0.88	0.591	importin-8
K18756	125.67	full	all	0.980276	288	285	5394	787	3.08	0.590	protein bicaudal C
K18757	107.63	full	all	0.927183	1036	1014	10643	388	8.00	0.590	la-related protein 1
K18758	767.00	full	trim	0.854661	346	341	6540	874	2.71	0.590	DIS3-like exonuclease 2 [EC:3.1.13.-]
K18759	36.23	full	all	0.980392	27	27	920	299	3.99	0.590	enhancer of mRNA-decapping protein 1/2
K18760	146.67	domain	all	0.916667	95	87	550	154	1.39	0.590	protein nanos 2
K18761	149.50	domain	trim	0.937821	120	106	642	142	1.27	0.591	protein nanos 3
K18762	54.10	full	all	0.997877	246	239	2635	324	2.23	0.590	zygote arrest protein 1
K18763	121.67	full	all	0.991147	410	400	8903	712	4.41	0.590	la-related protein 4
K18764	236.40	full	all	0.966182	221	214	2184	353	2.26	0.590	nocturnin [EC:3.1.13.4]
K18765	330.03	full	all	1.000000	508	326	831	642	2.02	0.590	RNase E specificity factor CsrD
K18766	393.30	full	all	1.000000	62	31	306	282	0.72	0.590	beta-lactamase class A BlaZ [EC:3.5.2.6]
K18767	592.27	full	all	0.994490	203	183	330	291	0.55	0.588	beta-lactamase class A CTX-M [EC:3.5.2.6]
K18768	672.20	full	all	1.000000	74	29	296	293	0.41	0.586	beta-lactamase class A KPC [EC:3.5.2.6]
K18769	667.97	domain	all	0.975309	43	42	632	417	0.62	0.588	transmembrane protease serine 11G [EC:3.4.21.-]
K18770	654.23	full	all	0.992248	95	68	880	619	1.21	0.589	penicillin-binding protein 4 [EC:2.4.1.129 3.4.16.4]
K18772	232.40	domain	all	0.992907	155	143	668	245	0.82	0.588	C->U-editing enzyme APOBEC2 [EC:3.5.4.-]
K18773	249.23	full	all	1.000000	84	82	616	361	1.50	0.591	C->U-editing enzyme APOBEC4 [EC:3.5.4.-]
K18774	130.03	full	trim	0.983332	125	118	668	272	2.17	0.590	proline-rich nuclear receptor coactivator 1
K18775	783.37	full	all	0.777778	14	13	764	521	0.72	0.592	levanbiose-producing levanase [EC:3.2.1.64]
K18776	228.03	domain	all	0.962963	12	11	781	391	1.08	0.589	cap2 methyltransferase [EC:2.1.1.296]
K18777	618.30	domain	all	0.952381	8	8	561	528	0.69	0.589	cap3/cap4 methyltransferase [EC:2.1.1.-]
K18778	128.53	full	all	0.998509	1019	673	414	253	3.28	0.590	cell division protein ZapD
K18779	369.67	full	all	0.980275	289	260	1272	476	3.39	0.590	7-cyano-7-deazaguanine tRNA-ribosyltransferase [EC:2.4.2.48]
K18780	634.27	full	all	1.000000	29	19	275	270	0.40	0.590	metallo-beta-lactamase class B NDM [EC:3.5.2.6]
K18781	541.40	full	all	1.000000	53	50	345	266	0.44	0.593	metallo-beta-lactamase class B VIM [EC:3.5.2.6]
K18782	513.50	full	all	0.975610	67	60	249	246	0.47	0.594	metallo-beta-lactamase class B IMP [EC:3.5.2.6]
K18783	938.07	full	all	1.000000	15	15	896	753	0.78	0.592	nigerose phosphorylase [EC:2.4.1.279]
K18784	-	-	-	-	1	1	756	756	0.37	0.594	3-O-alpha-D-glucosyl-L-rhamnose phosphorylase [EC:2.4.1.282]
K18785	344.37	domain	all	0.992443	220	200	460	329	1.03	0.590	beta-1,4-mannooligosaccharide/beta-1,4-mannosyl-N-acetylglucosamine phosphorylase [EC:2.4.1.319 2.4.1.320]
K18786	708.37	full	all	0.986667	90	80	1579	786	1.17	0.592	cellobionic acid phosphorylase [EC:2.4.1.321]
K18787	368.13	full	all	0.956818	250	242	1043	329	1.29	0.589	thermospermine synthase [EC:2.5.1.79]
K18788	-	-	-	-	7	2	275	275	0.39	0.587	UDP-Gal:alpha-D-GlcNAc-diphosphoundecaprenol beta-1,3-galactosyltransferase [EC:2.4.1.303]
K18789	251.97	full	all	1.000000	261	250	1292	463	0.94	0.591	xylogalacturonan beta-1,3-xylosyltransferase [EC:2.4.2.41]
K18790	638.63	full	all	1.000000	22	8	291	276	0.40	0.592	beta-lactamase class D OXA-1 [EC:3.5.2.6]
K18791	555.13	full	all	1.000000	30	22	276	275	0.44	0.588	beta-lactamase class D OXA-2 [EC:3.5.2.6]
K18792	570.30	full	all	1.000000	28	27	268	266	0.43	0.593	beta-lactamase class D OXA-10 [EC:3.5.2.6]
K18793	599.83	full	all	1.000000	40	31	280	273	0.40	0.587	beta-lactamase class D OXA-23 [EC:3.5.2.6]
K18794	614.77	full	all	1.000000	206	184	275	274	0.43	0.591	beta-lactamase class D OXA-51 [EC:3.5.2.6]
K18795	619.40	full	all	1.000000	15	9	304	288	0.44	0.595	beta-lactamase class A CARB-1 [EC:3.5.2.6]
K18796	648.53	full	all	0.919118	29	24	286	286	0.41	0.589	beta-lactamase class A LEN [EC:3.5.2.6]
K18797	675.63	full	all	1.000000	12	9	308	308	0.43	0.587	beta-lactamase class A PER [EC:3.5.2.6]
K18798	431.17	domain	all	0.847117	497	487	3489	442	2.56	0.590	peroxisome-assembly ATPase [EC:3.6.4.7]
K18799	-	-	-	-	7	1	415	415	0.39	0.595	O-antigen flippase
K18800	440.43	domain	all	0.954858	946	696	1459	399	1.99	0.590	2-polyprenylphenol 6-hydroxylase [EC:1.14.13.240]
K18801	180.07	full	all	1.000000	254	236	867	282	1.04	0.589	glucuronoxylan 4-O-methyltransferase [EC:2.1.1.112]
K18802	203.07	full	all	0.936688	150	148	1810	334	1.68	0.590	glutamine amidotransferase
K18803	232.70	full	all	0.986667	113	111	1340	359	1.45	0.589	protein-histidine N-methyltransferase [EC:2.1.1.85]
K18804	212.17	full	all	1.000000	27	27	965	520	2.78	0.590	[cytochrome c]-lysine N-methyltransferase [EC:2.1.1.59]
K18806	1661.77	full	trim	0.923426	134	120	2487	1357	1.56	0.590	kinesin family member 7
K18807	990.07	full	all	1.000000	21	21	1231	911	1.08	0.589	toll-like receptor 12
K18808	543.97	domain	all	0.710397	375	371	8711	909	4.38	0.590	toll-like receptor 13
K18809	251.53	domain	trim	0.956811	119	115	4807	953	4.47	0.590	protein toll
K18810	284.57	full	trim	0.971816	626	602	1625	293	2.05	0.591	cyclin D1/2/4, plant
K18811	269.90	full	all	0.926627	245	236	796	305	2.76	0.590	cyclin D5, plant
K18812	267.60	full	trim	0.940907	224	213	868	305	2.43	0.590	cyclin D6, plant
K18813	259.47	full	all	0.945651	91	88	798	320	1.83	0.590	cyclin D7, plant
K18814	127.70	domain	trim	0.945769	145	133	1434	439	5.87	0.590	putative inorganic carbon (hco3(-)) transporter
K18815	78.03	full	all	0.977753	62	47	258	184	2.25	0.590	aminoglycoside 6'-N-acetyltransferase I [EC:2.3.1.82]
K18816	76.53	domain	all	0.983589	320	248	740	149	2.99	0.590	aminoglycoside 6'-N-acetyltransferase I [EC:2.3.1.82]
K18817	176.93	full	all	0.939394	23	18	586	302	2.34	0.590	hygromycin-B 4-O-kinase [EC:2.7.1.163]
K18818	-	-	-	-	2	2	397	397	0.38	0.596	mannosylglycerate synthase [EC:2.4.1.269]
K18819	162.77	full	all	0.998942	502	473	968	329	1.27	0.591	inositol 3-alpha-galactosyltransferase [EC:2.4.1.123]
K18820	779.30	domain	all	0.913729	76	71	1823	804	1.56	0.590	oligosaccharide 4-alpha-D-glucosyltransferase [EC:2.4.1.161]
K18821	459.20	full	all	0.962963	49	15	316	278	0.57	0.590	lipoyl amidotransferase [EC:2.3.1.200]
K18822	945.83	full	all	1.000000	13	13	523	496	0.49	0.587	soyasapogenol B glucuronide galactosyltransferase [EC:2.4.1.272]
K18823	974.43	full	all	1.000000	12	11	486	476	0.46	0.592	soyasaponin III rhamnosyltransferase [EC:2.4.1.273]
K18824	367.27	full	all	0.827894	105	18	375	272	0.85	0.590	dihydropteroate synthase type 2 [EC:2.5.1.15]
K18825	-	-	-	-	5	1	263	263	0.39	0.587	dihydropteroate synthase type 3 [EC:2.5.1.15]
K18826	93.67	domain	trim	0.993265	309	299	1536	302	2.29	0.590	calmodulin-lysine N-methyltransferase [EC:2.1.1.60]
K18827	123.03	domain	all	0.923981	161	149	2284	355	4.58	0.590	O-antigen chain-terminating methyltransferase [EC:2.1.1.- 2.1.1.294 2.7.1.181]
K18828	94.87	domain	trim	0.871350	1439	1176	569	132	6.39	0.590	tRNA(fMet)-specific endonuclease VapC [EC:3.1.-.-]
K18829	36.77	domain	trim	0.969313	1012	735	609	75	9.59	0.753	antitoxin VapB
K18830	120.73	full	all	0.982456	50	30	211	161	1.36	0.589	HTH-type transcriptional regulator / antitoxin PezA
K18831	53.13	full	all	0.953842	1104	875	1031	254	7.85	0.590	HTH-type transcriptional regulator / antitoxin HigA
K18832	158.00	full	all	0.966747	193	188	664	255	2.05	0.590	proenkephalin A
K18833	397.60	full	all	1.000000	100	90	693	446	1.07	0.590	MFS transporter, DHA3 family, multidrug efflux protein
